,mass,redshift,x,y,z,radius,temp,t_id,id,d_id,is_sf,is_sf_first,mm_prog_id,time,dm,dt,dmdt,dyn_heating
1436,387761.1875,16.001020431518555,0.2000599950551986,0.3790099918842315,0.4478099942207336,0.0015780000248923,884.8273924918462,489334.0,426130.0,489334.0,0,0,360325.0,231.6678964033874,109403.0,18.987911605947204,5761.718416981354,8.62407710236749e-29
1437,278358.1875,16.998559951782227,0.2003600001335144,0.3787499964237213,0.448170006275177,0.0014130000490695,751.0043464643288,489334.0,360325.0,426130.0,0,0,287697.0,212.6799847974402,50447.75,16.5981957081423,3039.351438376684,5.378804370687298e-29
1438,227910.4375,18.00057029724121,0.2005700021982193,0.3785099983215332,0.4483900070190429,0.0013220000546425,693.8632836449516,489334.0,287697.0,360325.0,0,0,224148.0,196.0817890892979,32089.546875,14.511235540830228,2211.3586940760297,4.4160630336854645e-29
1439,195820.890625,19.0,0.2007099986076355,0.3783499896526336,0.4485700130462646,0.0012570000253617,660.0806646147446,489334.0,224148.0,287697.0,0,0,170095.0,181.57055354846767,24328.359375,12.807605791256492,1899.524374150281,4.199999502432241e-29
1440,171492.53125,19.99958038330078,0.2008100003004074,0.3781799972057342,0.4487099945545196,0.001202999963425,634.4035442257455,489334.0,170095.0,224148.0,0,0,125793.0,168.76294775721118,32656.71875,11.350404355654462,2877.141441549729,6.981487758513984e-29
1441,138835.8125,20.997360229492188,0.2009599953889846,0.3780699968338012,0.4488300085067749,0.0011210001539438,577.2458140830805,489334.0,125793.0,170095.0,0,0,90555.0,157.41254340155672,24671.640625,10.170670546238483,2425.763425610571,6.615674179468656e-29
1442,114164.171875,21.99907875061035,0.2010300010442733,0.3780600130558014,0.4490100145339966,0.0010499999625608,529.7255671391906,489334.0,90555.0,125793.0,0,0,62204.0,147.24187285531823,22895.515625,9.097331349510483,2516.7287796142527,7.659914070419548e-29
1443,91268.65625,22.99808120727539,0.2011400014162063,0.3779799938201904,0.4491699934005737,0.0009740000241436,476.1128626533052,489334.0,62204.0,90555.0,0,0,40256.0,138.14454150580775,19970.1484375,8.220422904162973,2429.333462562705,8.312693519217167e-29
1444,71298.5078125,24.0,0.2013799995183944,0.3778800070285797,0.4493300020694732,0.0008970000781118,420.70518586138326,489334.0,40256.0,62204.0,0,0,23614.0,129.92411860164478,15791.046875,7.430117858677974,2125.27542299439,8.225816612937257e-29
1445,55507.4609375,25.001039505004883,0.2014800012111663,0.3777799904346466,0.4494799971580505,0.0008260000031441,370.28945075101575,489334.0,23614.0,40256.0,0,0,11468.0,122.4940007429668,23417.91015625,12.899844081737768,1815.3638143117244,7.94364871186254e-29
1446,32089.55078125,27.003360748291016,0.3829399943351745,0.3408400118350982,0.063850000500679,0.0006880000582896,276.75815799747187,489334.0,11468.0,23614.0,0,0,-1.0,109.59415666122904,,,,0.0
1447,65761.1953125,16.001020431518555,0.2000599950551986,0.3796400129795074,0.4466400146484375,0.0008740000776015,271.09956147302586,489334.0,426131.0,489334.0,0,0,360329.0,231.6678964033874,13701.49609375,18.987911605947204,721.5904717746081,1.9512651354840076e-29
1448,52059.69921875,16.998559951782227,0.2009799927473068,0.3800199925899505,0.4467999935150146,0.0008080000407062,245.60709127616772,489334.0,360329.0,426131.0,0,0,287701.0,212.6799847974402,14208.953125,16.5981957081423,856.0540780965579,2.649151686618849e-29
1449,37850.74609375,18.00057029724121,0.2015600055456161,0.3803600072860718,0.4470300078392029,0.0007270000060088,209.64317552521533,489334.0,287701.0,360329.0,0,0,224152.0,196.0817890892979,5552.240234375,14.511235540830228,382.6166434107334,1.3900695202948893e-29
1450,32298.505859375,19.0,0.2019899934530258,0.3806099891662597,0.447270005941391,0.0006890000659041,198.52382532328735,489334.0,224152.0,287701.0,0,0,-1.0,181.57055354846767,,,,0.0
1451,493283.5625,15.0,0.0926000028848648,0.4842700064182281,0.3529999852180481,0.0017100000986829,977.6839530588268,480856.0,480856.0,-1.0,0,0,417210.0,253.74185883223876,185970.15625,22.07396242885136,8424.865125571256,1.0952951850692728e-28
1452,307313.40625,16.001020431518555,0.0916500017046928,0.4856100082397461,0.3525499999523163,0.0014610000653192,757.7687156441759,480856.0,417210.0,480856.0,0,0,351151.0,231.6678964033874,109552.21875,18.987911605947204,5769.5770353010885,9.331802097080595e-29
1453,197761.1875,16.998559951782227,0.0909200012683868,0.4866099953651428,0.3522199988365173,0.0012610000558197,597.9531458687352,480856.0,351151.0,417210.0,0,0,279859.0,212.6799847974402,35074.625,16.5981957081423,2113.158900927649,4.191067231460564e-29
1454,162686.5625,18.00057029724121,0.0902099981904029,0.4875400066375732,0.3517900109291076,0.0011810000287368,554.1987723906291,480856.0,279859.0,351151.0,0,0,217597.0,196.0817890892979,50820.8984375,14.511235540830228,3502.175834339217,7.825610028297056e-29
1455,111865.6640625,19.0,0.0890699997544288,0.4886099994182586,0.3514400124549866,0.0010430000256747,454.4529064282852,480856.0,217597.0,279859.0,0,0,164850.0,181.57055354846767,27597.0078125,12.807605791256492,2154.735886026407,5.74185873192901e-29
1456,84268.65625,19.99958038330078,0.0881199985742569,0.4894999861717224,0.3511199951171875,0.0009490000666119,395.0446233091905,480856.0,164850.0,217597.0,0,0,121670.0,168.76294775721118,27611.94140625,11.350404355654462,2432.6835010502937,7.480524929812809e-29
1457,56656.71484375,20.997360229492188,0.0872199982404708,0.4903199970722198,0.3508099913597107,0.0008309999830089,317.5855378578948,480856.0,121670.0,164850.0,0,0,-1.0,157.41254340155672,,,,0.0
1458,58746.265625,16.001020431518555,0.0926100015640258,0.484470009803772,0.352400004863739,0.0008410000591538,251.46016036733155,480856.0,417211.0,480856.0,0,0,351152.0,231.6678964033874,16194.02734375,18.987911605947204,852.859844717092,2.3945999487596737e-29
1459,42552.23828125,16.998559951782227,0.091959998011589,0.4846200048923492,0.3517200052738189,0.0007559999939985,214.71120578101775,480856.0,351152.0,417211.0,0,0,-1.0,212.6799847974402,,,,0.0
1460,488059.6875,15.0,0.1474599987268448,0.1079600006341934,0.0523900017142295,0.0017040000529959,970.7692473125628,460512.0,460512.0,-1.0,0,0,395647.0,253.74185883223876,79403.0,22.07396242885136,3597.133965228544,4.6931675922310034e-29
1461,408656.6875,16.001020431518555,0.1464100033044815,0.1079699993133544,0.0520000010728836,0.0016060000052675,916.3359953312269,460512.0,395647.0,460512.0,0,0,328924.0,231.6678964033874,52238.78125,18.987911605947204,2751.1599134281987,4.046488864737332e-29
1462,356417.90625,16.998559951782227,0.14546999335289,0.1082400009036064,0.0517299994826316,0.0015350000467151,885.5494053991491,460512.0,328924.0,395647.0,0,0,260475.0,212.6799847974402,57910.46875,16.5981957081423,3488.9616780209326,5.686117878754609e-29
1463,298507.4375,18.00057029724121,0.1447200030088424,0.1082200035452842,0.0514700002968311,0.0014460000675171,830.6177269186578,460512.0,260475.0,328924.0,0,0,201303.0,196.0817890892979,49253.71875,14.511235540830228,3394.1781601859425,6.195081900663055e-29
1464,249253.71875,19.0,0.1439500004053115,0.1081399992108345,0.051240000873804,0.0013620000099763,775.2684519196911,460512.0,201303.0,260475.0,0,0,151663.0,181.57055354846767,67014.921875,12.807605791256492,5232.4316478220935,1.0675307833040774e-28
1465,182238.796875,19.99958038330078,0.1431500017642974,0.1080799996852874,0.0508599989116191,0.0012270000297576,660.6366791867301,460512.0,151663.0,201303.0,0,0,111231.0,168.76294775721118,40686.5625,11.350404355654462,3584.5914581651946,8.523694719443187e-29
1466,141552.234375,20.997360229492188,0.1423899978399276,0.1079799979925155,0.0506399981677532,0.00112800009083,584.7509543322141,460512.0,111231.0,151663.0,0,0,79074.0,157.41254340155672,28328.359375,10.170670546238483,2785.2990858579083,7.547314111313976e-29
1467,113223.875,21.99907875061035,0.1417199969291687,0.1081100031733512,0.0505699999630451,0.0010470000561326,526.8128869301535,460512.0,79074.0,111231.0,0,0,53448.0,147.24187285531823,34298.5078125,9.097331349510483,3770.1724269222714,1.1506572209639685e-28
1468,78925.3671875,22.99808120727539,0.1411300003528595,0.1082099974155426,0.0503700003027915,0.0009280000231228,432.1553347054739,460512.0,53448.0,79074.0,0,0,33716.0,138.14454150580775,26865.66796875,8.220422904162973,3268.1612955879355,1.1737973594338585e-28
1469,52059.69921875,24.0,0.1404799968004226,0.1082800030708313,0.0501799993216991,0.0008080000407062,341.134279085153,460512.0,33716.0,53448.0,0,0,18820.0,129.92411860164478,10134.328125,7.430117858677974,1363.952539886518,5.862587593269073e-29
1470,41925.37109375,25.001039505004883,0.1397500038146972,0.1083500012755394,0.0501199997961521,0.0007520000217482,307.10841837568944,460512.0,18820.0,33716.0,0,0,-1.0,122.4940007429668,,,,0.0
1471,35641.7890625,19.99958038330078,0.1429599970579147,0.1091699972748756,0.0516499988734722,0.0007120000664144,222.59143936526868,460512.0,151664.0,201303.0,0,0,-1.0,168.76294775721118,,,,0.0
1472,487910.4375,15.0,0.1930699944496154,0.4718599915504455,0.2018599957227707,0.0017040000529959,970.5713214961982,477680.0,477680.0,-1.0,0,0,413853.0,253.74185883223876,157462.6875,22.07396242885136,7133.412861761119,9.30788662517481e-29
1473,330447.75,16.001020431518555,0.1916200071573257,0.4716300070285797,0.2026399970054626,0.0014960000989958,795.3364483080546,477680.0,413853.0,477680.0,0,0,347707.0,231.6678964033874,82537.3125,18.987911605947204,4346.834671072962,6.862582638253879e-29
1474,247910.4375,16.998559951782227,0.190420001745224,0.4718599915504455,0.2033600062131881,0.0013600001111626,695.1891613789065,477680.0,347707.0,413853.0,0,0,276932.0,212.6799847974402,64925.375,16.5981957081423,3911.592328565607,7.194956039248983e-29
1475,182985.0625,18.00057029724121,0.1895000040531158,0.4719899892807007,0.2039799988269806,0.0012290000449866,599.3881825718946,477680.0,276932.0,347707.0,0,0,215208.0,196.0817890892979,42582.078125,14.511235540830228,2934.4212631093274,6.304946080086761e-29
1476,140402.984375,19.0,0.1886799931526184,0.4720999896526336,0.2045799940824508,0.0011250000679865,528.7802467564728,477680.0,215208.0,276932.0,0,0,162966.0,181.57055354846767,31059.703125,12.807605791256492,2425.0983073045445,5.99093504453557e-29
1477,109343.28125,19.99958038330078,0.1881700009107589,0.472460001707077,0.2052599936723709,0.0010349999647587,469.9628361799661,477680.0,162966.0,215208.0,0,0,120202.0,168.76294775721118,22895.5234375,11.350404355654462,2017.1548713235115,5.686918906910743e-29
1478,86447.7578125,20.997360229492188,0.1876499950885772,0.4725100100040436,0.2058400064706802,0.0009570000693202,420.916163477938,477680.0,120202.0,162966.0,0,0,86126.0,157.41254340155672,21835.8203125,10.170670546238483,2146.9400875024658,6.856905644655274e-29
1479,64611.9375,21.99907875061035,0.1870799958705902,0.4724999964237213,0.2062499970197677,0.0008680000319145,362.442865180748,477680.0,86126.0,120202.0,0,0,58839.0,147.24187285531823,21432.8359375,9.097331349510483,2355.947597605453,8.668796247992689e-29
1480,43179.1015625,22.99808120727539,0.1863600015640258,0.4724799990653991,0.2066500037908554,0.000759000016842,289.0754567472472,477680.0,58839.0,86126.0,0,0,-1.0,138.14454150580775,,,,0.0
1481,487313.40625,15.0,0.1452800035476684,0.3092299997806549,0.2751399874687195,0.0017030000453814,969.7794163155668,484418.0,484418.0,-1.0,0,0,420934.0,253.74185883223876,118805.96875,22.07396242885136,5382.176812746446,7.025689333749685e-29
1482,368507.4375,16.001020431518555,0.144569993019104,0.3092100024223327,0.2746100127696991,0.0015520001761615,855.2895815492567,484418.0,420934.0,484418.0,0,0,354962.0,231.6678964033874,103283.5625,18.987911605947204,5439.437714026989,8.281086303027872e-29
1483,265223.875,16.998559951782227,0.1440600007772445,0.3091799914836883,0.2740899920463562,0.0013900001067668,727.1905072538941,484418.0,354962.0,420934.0,0,0,283061.0,212.6799847974402,78656.71875,16.5981957081423,4738.871629969677,8.522694235900258e-29
1484,186567.15625,18.00057029724121,0.1433700025081634,0.3091700077056885,0.2735899984836578,0.0012359999818727,607.1852606455634,484418.0,283061.0,354962.0,0,0,220205.0,196.0817890892979,47731.34375,14.511235540830228,3289.2680720189837,7.021852080815858e-29
1485,138835.8125,19.0,0.1429300010204315,0.3090899884700775,0.2731499969959259,0.0011210001539438,524.8380869996498,484418.0,220205.0,283061.0,0,0,166843.0,181.57055354846767,36179.1015625,12.807605791256492,2824.813798313404,7.004546810325679e-29
1486,102656.7109375,19.99958038330078,0.1423500031232834,0.3090200126171112,0.2728100121021271,0.0010130000300705,450.6025972772186,484418.0,166843.0,220205.0,0,0,123188.0,168.76294775721118,22582.0859375,11.350404355654462,1989.5402163580384,5.72829592727529e-29
1487,80074.625,20.997360229492188,0.1418800055980682,0.3090499937534332,0.272489994764328,0.0009330000611953,399.9659905794183,484418.0,123188.0,166843.0,0,0,88465.0,157.41254340155672,17343.28515625,10.170670546238483,1705.2253415743796,5.586969590329376e-29
1488,62731.33984375,21.99907875061035,0.1416299939155578,0.3089100122451782,0.272159993648529,0.0008600000292062,355.37544669782216,484418.0,88465.0,123188.0,0,0,60590.0,147.24187285531823,15373.1328125,9.097331349510483,1689.8508168911767,6.279392059542916e-29
1489,47358.20703125,22.99808120727539,0.1412100046873092,0.3088999986648559,0.2718499898910522,0.0007830000249668,307.43902129972,484418.0,60590.0,88465.0,0,0,39032.0,138.14454150580775,14328.359375,8.220422904162973,1743.0197377976572,7.422196032338961e-29
1490,33029.84765625,24.0,0.1408099979162216,0.3088999986648559,0.2715800106525421,0.0006940000457689,251.8809318284644,484418.0,39032.0,60590.0,0,0,-1.0,129.92411860164478,,,,0.0
1491,485970.125,15.0,0.1255300045013427,0.2917500138282776,0.2605000138282776,0.0017020001541823,967.996492347982,480512.0,480512.0,-1.0,0,0,416840.0,253.74185883223876,151791.03125,22.07396242885136,6876.474114661189,8.984551503972072e-29
1492,334179.09375,16.001020431518555,0.1244900003075599,0.2905499935150146,0.2596800029277801,0.0015020000282675,801.312402366182,480512.0,416840.0,480512.0,0,0,350771.0,231.6678964033874,93582.09375,18.987911605947204,4928.50902680046,7.751835041266624e-29
1493,240597.0,16.998559951782227,0.123489998281002,0.2896000146865845,0.2592599987983703,0.0013460000045597,681.4488749553512,480512.0,350771.0,416840.0,0,0,279489.0,212.6799847974402,93731.328125,16.5981957081423,5647.079343631295,1.049139743300947e-28
1494,146865.671875,18.00057029724121,0.1225600019097328,0.2887299954891205,0.258870005607605,0.0011419999646022,517.6600258684624,480512.0,279489.0,350771.0,0,0,217284.0,196.0817890892979,93656.71875,14.511235540830228,6454.083009436262,1.4921938936919855e-28
1495,53208.953125,19.0,0.1239299997687339,0.2888500094413757,0.2585799992084503,0.0008140000281855,276.915642275825,480512.0,217284.0,279489.0,0,0,164582.0,181.57055354846767,10343.28125,12.807605791256492,807.5889763144615,2.75689061399157e-29
1496,42865.671875,19.99958038330078,0.1234000027179718,0.2881500124931335,0.2582400143146515,0.0007570000598207,251.73399695700635,480512.0,164582.0,217284.0,0,0,121442.0,168.76294775721118,10044.77734375,11.350404355654462,884.9708811251263,3.409004665618236e-29
1497,32820.89453125,20.997360229492188,0.123089998960495,0.2875500023365021,0.2580699920654297,0.0006930000381544,220.69545804496383,480512.0,121442.0,164582.0,0,0,-1.0,157.41254340155672,,,,0.0
1498,485223.875,15.0,0.262580007314682,0.2276600003242492,0.1330800056457519,0.0017010000301524,967.0052436282016,492336.0,492336.0,-1.0,0,0,429307.0,253.74185883223876,174179.125,22.07396242885136,7890.704967964539,1.0314990947016538e-28
1499,311044.75,16.001020431518555,0.2624900043010711,0.2267500013113021,0.1333599984645843,0.0014659999869763,763.8901520931068,492336.0,429307.0,492336.0,0,0,363606.0,231.6678964033874,102089.53125,18.987911605947204,5376.55395541364,8.66120708716649e-29
1500,208955.21875,16.998559951782227,0.2624300122261047,0.2264200001955032,0.133310005068779,0.0012840001145377,620.3097272797246,492336.0,363606.0,429307.0,0,0,290517.0,212.6799847974402,99492.5390625,16.5981957081423,5994.177970422027,1.1672163995676243e-28
1501,109462.6796875,18.00057029724121,0.2626799941062927,0.2257400006055832,0.1333799958229065,0.0010349999647587,425.5414026473445,492336.0,290517.0,363606.0,0,0,226475.0,196.0817890892979,47253.7265625,14.511235540830228,3256.3544592424473,8.303741022339111e-29
1502,62208.953125,19.0,0.2629199922084808,0.2251300066709518,0.1333599984645843,0.0008580000139772,307.32149269583755,492336.0,226475.0,290517.0,0,0,171975.0,181.57055354846767,21014.92578125,12.807605791256492,1640.8160997269676,5.316995932293649e-29
1503,41194.02734375,19.99958038330078,0.2630699872970581,0.2247000038623809,0.1333300024271011,0.0007470000418834,245.14607312791065,492336.0,171975.0,226475.0,0,0,-1.0,168.76294775721118,,,,0.0
1504,60746.265625,18.00057029724121,0.261790007352829,0.2260899990797042,0.1341100037097931,0.0008510000770911,287.3718129772781,492336.0,290518.0,363606.0,0,0,226476.0,196.0817890892979,12761.19140625,14.511235540830228,879.4007491880252,2.728838242083943e-29
1505,47985.07421875,19.0,0.2615100145339966,0.2260199934244156,0.1342400014400482,0.0007860000478103,258.480894112952,492336.0,226476.0,290518.0,0,0,-1.0,181.57055354846767,,,,0.0
1506,40567.1640625,16.001020431518555,0.2631799876689911,0.2273200005292892,0.1325899958610534,0.0007440000772476,196.4560618129794,492336.0,429308.0,492336.0,0,0,363608.0,231.6678964033874,-5223.87890625,18.987911605947204,-275.1160324874184,0.0
1507,45791.04296875,16.998559951782227,0.2637600004673004,0.2266999930143356,0.1322800070047378,0.0007740000146441,225.4724526130885,492336.0,363608.0,429308.0,0,0,290520.0,212.6799847974402,10358.20703125,16.5981957081423,624.0562054686912,2.015593912250091e-29
1508,35432.8359375,18.00057029724121,0.264160007238388,0.2259899973869323,0.1319900006055832,0.0007110000587999,200.6172927103399,492336.0,290520.0,363608.0,0,0,-1.0,196.0817890892979,,,,0.0
1509,478955.21875,15.0,0.388370007276535,0.0778200030326843,0.164790004491806,0.0016930000856518,958.6586303641496,492934.0,492934.0,-1.0,0,0,429966.0,253.74185883223876,98656.71875,22.07396242885136,4469.370602038019,5.867888096404855e-29
1510,380298.5,16.001020431518555,0.3888800144195556,0.0780899971723556,0.1646700054407119,0.0015680000651627,873.4380083054924,492934.0,429966.0,492934.0,0,0,364294.0,231.6678964033874,75522.40625,18.987911605947204,3977.394029280483,5.992009179748908e-29
1511,304776.09375,16.998559951782227,0.3895600140094757,0.0778300017118454,0.1646700054407119,0.0014570000348612,797.7994440976748,492934.0,364294.0,429966.0,0,0,291151.0,212.6799847974402,56119.390625,16.5981957081423,3381.0536766638106,5.805388319622213e-29
1512,248656.703125,18.00057029724121,0.3904500007629394,0.0776199996471405,0.1646399945020675,0.0013610000023618,735.3564100145024,492934.0,291151.0,364294.0,0,0,227030.0,196.0817890892979,95223.875,14.511235540830228,6562.079068461732,1.2729330095645857e-28
1513,153432.828125,19.0,0.3914499878883362,0.0775600001215934,0.1645099967718124,0.0011580000864341,561.009062739415,492934.0,227030.0,291151.0,0,0,172460.0,181.57055354846767,42925.3671875,12.807605791256492,3351.552810659142,8.038296698871024e-29
1514,110507.4609375,19.99958038330078,0.3921500146389007,0.0774200037121772,0.1642899960279464,0.001039000111632,473.2927447310888,492934.0,172460.0,227030.0,0,0,127687.0,168.76294775721118,22477.6171875,11.350404355654462,1980.3362491048404,5.56344196450162e-29
1515,88029.84375,20.997360229492188,0.3928599953651428,0.0772899985313415,0.1639900058507919,0.0009630000567995,426.0360955497032,492934.0,127687.0,172460.0,0,0,92063.0,157.41254340155672,22059.6953125,10.170670546238483,2168.951910516711,6.88545693454229e-29
1516,65970.1484375,21.99907875061035,0.393530011177063,0.0772499963641166,0.163780003786087,0.0008740000776015,367.50450346777023,492934.0,92063.0,127687.0,0,0,63369.0,147.24187285531823,21223.8828125,9.097331349510483,2332.978979999671,8.52496114643694e-29
1517,44746.265625,22.99808120727539,0.3939799964427948,0.0774499997496604,0.1636400073766708,0.0007680000271648,296.02837667209263,492934.0,63369.0,92063.0,0,0,-1.0,138.14454150580775,,,,0.0
1518,71611.9375,19.0,0.3905499875545501,0.0784799978137016,0.1639699935913086,0.0008990000351332,337.55764393114725,492934.0,227031.0,291151.0,0,0,172461.0,181.57055354846767,9940.296875,12.807605791256492,776.1245182753869,2.399718527980203e-29
1519,61671.640625,19.99958038330078,0.3906799852848053,0.0785000026226043,0.1638299971818924,0.0008550000493414,320.81829101447823,492934.0,172461.0,227031.0,0,0,127689.0,168.76294775721118,15671.640625,11.350404355654462,1380.7120992295588,4.711325694053918e-29
1520,46000.0,20.997360229492188,0.3907699882984161,0.0785299986600875,0.1636900007724762,0.0007750000222586,276.3959366895592,492934.0,127689.0,172461.0,0,0,92065.0,157.41254340155672,10447.76171875,10.170670546238483,1027.2441400251626,4.048683924981684e-29
1521,35552.23828125,21.99907875061035,0.3910199999809265,0.0785399973392486,0.1636299937963485,0.0007120000664144,243.37482807779315,492934.0,92065.0,127689.0,0,0,63372.0,147.24187285531823,4925.373046875,9.097331349510483,541.4085579217722,2.431085339546042e-29
1522,30626.865234375,22.99808120727539,0.3912799954414367,0.0785199999809265,0.163560003042221,0.0006770000327378,229.9131715637468,492934.0,63372.0,92065.0,0,0,-1.0,138.14454150580775,,,,0.0
1523,476716.40625,15.0,0.2214999943971634,0.1070600003004074,0.1570699959993362,0.0016910000704228,955.6689156589026,466011.0,466011.0,-1.0,0,0,401533.0,253.74185883223876,98059.71875,22.07396242885136,4442.325163235436,5.841496010473033e-29
1524,378656.6875,16.001020431518555,0.2220200002193451,0.1067600026726722,0.156810000538826,0.0015660000499337,870.9223042177199,466011.0,401533.0,466011.0,0,0,335019.0,231.6678964033874,127462.671875,18.987911605947204,6712.832591609359,1.012758685887621e-28
1525,251194.015625,16.998559951782227,0.2223999947309494,0.1063600033521652,0.1565299928188324,0.0013660001568496,701.3142396773111,466011.0,335019.0,401533.0,0,0,265976.0,212.6799847974402,86268.640625,16.5981957081423,5197.470986721806,9.518353291403847e-29
1526,164925.375,18.00057029724121,0.2231799960136413,0.1054600030183792,0.1563799977302551,0.0011870000744238,559.2715732029768,466011.0,265976.0,335019.0,0,0,206050.0,196.0817890892979,114955.2265625,14.511235540830228,7921.8083283846345,1.7620814280580414e-28
1527,49970.1484375,19.0,0.2238699942827224,0.1048899963498115,0.1563100069761276,0.0007970000151544,265.5612772516459,466011.0,206050.0,265976.0,0,0,155658.0,181.57055354846767,14955.22265625,12.807605791256492,1167.6829299711617,4.0704780677046693e-29
1528,35014.92578125,19.99958038330078,0.2244500070810318,0.1044600009918212,0.1562999933958053,0.0007080000359565,219.9737766529609,466011.0,155658.0,206050.0,0,0,114526.0,168.76294775721118,3761.1953125,11.350404355654462,331.3710414753881,1.3655217818370198e-29
1529,31253.73046875,20.997360229492188,0.2248899936676025,0.1041399985551834,0.1562799960374832,0.0006820000126026,213.61300237567812,466011.0,114526.0,155658.0,0,0,-1.0,157.41254340155672,,,,0.0
1530,35761.19140625,18.00057029724121,0.2229499965906143,0.1063200011849403,0.1567700058221817,0.0007130000158213,201.8547927603197,466011.0,265977.0,335019.0,0,0,-1.0,196.0817890892979,,,,0.0
1531,473731.3125,15.0,0.391290009021759,0.3552699983119964,0.1801799982786178,0.0016870001563802,951.6752762504344,510216.0,510216.0,-1.0,0,0,448238.0,253.74185883223876,157910.4375,22.07396242885136,7153.696940863056,9.426568146435386e-29
1532,315820.875,16.001020431518555,0.3930799961090088,0.3558700084686279,0.1804500073194503,0.0014740000478923,771.6900115534509,510216.0,448238.0,510216.0,0,0,383140.0,231.6678964033874,50149.25,18.987911605947204,2641.114570192793,4.233072102841314e-29
1533,265671.625,16.998559951782227,0.3947199881076813,0.3563799858093261,0.1805299967527389,0.0013910001143813,728.0087307450635,510216.0,383140.0,448238.0,0,0,307364.0,212.6799847974402,57462.671875,16.5981957081423,3461.983030288738,6.222755375439661e-29
1534,208208.953125,18.00057029724121,0.3962900042533874,0.3568100035190582,0.1804099977016449,0.0012830001069232,653.276991679115,510216.0,307364.0,383140.0,0,0,240765.0,196.0817890892979,40746.265625,14.511235540830228,2807.911532436527,5.778934353451191e-29
1535,167462.6875,19.0,0.397489994764328,0.3572799861431122,0.1805800050497055,0.0011930000036954,594.7069890076482,510216.0,240765.0,307364.0,0,0,183655.0,181.57055354846767,33343.296875,12.807605791256492,2603.398122837512,6.064457424917244e-29
1536,134119.390625,19.99958038330078,0.39860999584198,0.3578000068664551,0.1807499974966049,0.0011080000549554,538.5133729266432,510216.0,183655.0,240765.0,0,0,136579.0,168.76294775721118,35537.3046875,11.350404355654462,3130.9285179603567,8.246021291701385e-29
1537,98582.0859375,20.997360229492188,0.3996799886226654,0.3581900000572204,0.1807399988174438,0.0010000000474974,459.43611705602177,510216.0,136579.0,183655.0,0,0,99209.0,157.41254340155672,23731.34375,10.170670546238483,2333.31161815843,7.132901904148848e-29
1538,74850.7421875,21.99907875061035,0.4006299972534179,0.3585500121116638,0.1806800067424774,0.0009120000177063,399.78678796695664,510216.0,99209.0,136579.0,0,0,68906.0,147.24187285531823,15791.04296875,9.097331349510483,1735.788481486903,6.081287099672502e-29
1539,59059.69921875,22.99808120727539,0.4014700055122375,0.3588699996471405,0.1806699931621551,0.0008430000161752,356.1964858983816,510216.0,68906.0,99209.0,0,0,45322.0,138.14454150580775,13477.609375,8.220422904162973,1639.5274953767514,6.486097643954693e-29
1540,45582.08984375,24.0,0.4022299945354461,0.359169989824295,0.1806800067424774,0.0007730000652372,312.2149709701862,510216.0,45322.0,68906.0,0,0,27299.0,129.92411860164478,9402.98828125,7.430117858677974,1265.523435845344,5.685858686141822e-29
1541,36179.1015625,25.001039505004883,0.4029099941253662,0.3594000041484833,0.180659994482994,0.0007160000386647,278.3634885695207,510216.0,27299.0,45322.0,0,0,-1.0,122.4940007429668,,,,0.0
1542,471194.0,15.0,0.2715499997138977,0.3653500080108642,0.1915600001811981,0.0016840001335367,948.2741298757156,505841.0,505841.0,-1.0,0,0,443624.0,253.74185883223876,124626.84375,22.07396242885136,5645.875503851942,7.453012106321422e-29
1543,346567.15625,16.001020431518555,0.2714299857616424,0.3651799857616424,0.1915899962186813,0.001520000048913,820.9951734746752,505841.0,443624.0,505841.0,0,0,378373.0,231.6678964033874,89402.984375,18.987911605947204,4708.415871653736,7.316348676969437e-29
1544,257164.171875,16.998559951782227,0.2712399959564209,0.3649699985980987,0.1916799992322921,0.0013760001165792,712.3827977402639,505841.0,378373.0,443624.0,0,0,303284.0,212.6799847974402,64477.609375,16.5981957081423,3884.615563568171,7.058580718299237e-29
1545,192686.5625,18.00057029724121,0.2709900140762329,0.3649199903011322,0.1917899996042251,0.0012500000884756,620.3908607533126,505841.0,303284.0,378373.0,0,0,237290.0,196.0817890892979,55000.0,14.511235540830228,3790.1665812843185,8.004581646190552e-29
1546,137686.5625,19.0,0.2708700001239776,0.3648900091648102,0.1919600069522857,0.0011180001311004,521.9377432560667,505841.0,237290.0,303284.0,0,0,180838.0,181.57055354846767,36283.578125,12.807605791256492,2832.971182621041,7.044264931748533e-29
1547,101402.984375,19.99958038330078,0.2708199918270111,0.3649399876594543,0.19200000166893,0.0010089999996125,446.9263241859943,505841.0,180838.0,237290.0,0,0,134381.0,168.76294775721118,35432.8359375,11.350404355654462,3121.7245507071584,9.024978106009261e-29
1548,65970.1484375,20.997360229492188,0.2708300054073334,0.3649100065231323,0.192110002040863,0.0008740000776015,351.4995288957466,505841.0,134381.0,180838.0,0,0,97483.0,157.41254340155672,15164.1796875,10.170670546238483,1490.9714771076046,5.210903129019949e-29
1549,50805.96875,21.99907875061035,0.2707700133323669,0.3649100065231323,0.1921799927949905,0.0008020000532269,308.774098009679,505841.0,97483.0,134381.0,0,0,67611.0,147.24187285531823,10552.23828125,9.097331349510483,1159.9267824643766,4.624055943213401e-29
